Brand,Storage,Refresh_Rate,Weight,Price,CPU_Brand,CPU_Series,CPU_Type,Warranty_Years,RAM_GB,OS,Brand_enc,CPU_Brand_enc,CPU_Series_enc,CPU_Type_enc,OS_enc
Lenovo,512,60,1.62 kg,20999,intel,i5,h,1,8,dos,8,1,5,3,2
Lenovo,512,60,1.62 kg,25499,intel,i5,h,2,8,dos,8,1,5,3,2
HP,512,60,1.79 kg,32999,intel,i5,u,1,8,Windows 11,5,1,5,7,1
Dell,256,60,1.66 kg,19499,intel,i5,u,1,4,dos,4,1,5,7,2
MSI,512,60,1.9 kg,30499,intel,i7,h,1,8,dos,9,1,6,3,2
HP,512,60,1.51 kg,42888,intel,i7,u,1,16,Windows 11,5,1,6,7,1
Dell,512,60,1.66 kg,15999,intel,i3,u,1,8,dos,4,1,4,7,2
HP,512,60,1.81 kg,29999,intel,i5,u,1,8,Windows 11,5,1,5,7,1
Dell,256,60,1.66 kg,19999,intel,i5,u,1,8,dos,4,1,5,7,2
MSI,512,60,0.99 kg,44999,intel,ultra 7,u,2,16,Windows 11,9,1,14,7,1
ASUS,512,60,1.70 kg,24499,intel,i5,u,2,8,Windows 11,1,1,5,7,1
ASUS,512,144,1.30 kg,50999,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
Lenovo,512,60,1.62 kg,16999,intel,i3,u,1,8,dos,8,1,4,7,2
Lenovo,256,60,1.55 kg,19999,intel,i3,u,1,8,Windows 11,8,1,4,7,1
HP,512,60,1.59 kg,21888,intel,i5,u,1,8,dos,5,1,5,7,2
Dell,512,60,1.75 kg,34999,intel,i5,u,1,16,Windows 11,4,1,5,7,1
HP,512,60,1.87 kg,43999,intel,ultra 7,u,1,16,Windows 11,5,1,14,7,1
Lenovo,512,60,1.6 kg,29999,intel,i5,u,1,8,Windows 11,8,1,5,7,1
MSI,512,60,1.9 kg,36850,intel,ultra 5,u,1,16,Windows 11,9,1,13,7,1
MSI,512,60,1.9 kg,41850,intel,ultra 7,u,1,16,Windows 11,9,1,14,7,1
MSI,1,60,1.9 kg,48950,intel,ultra 9,u,1,16,Windows 11,9,1,15,7,1
ASUS,1,60,1.50 kg,61999,amd,ai 7,h,1,4,Windows 11,1,0,0,3,1
ASUS,2,60,1.85 kg,152000,amd,ai 9,hx,1,4,Windows 11,1,0,1,5,1
ASUS,2,60,1.50 kg,97777,amd,ai 9,hx,1,32,Windows 11,1,0,1,5,1
ASUS,256,60,1.63 kg,13499,amd,ryzen 3,u,2,8,Windows 11,1,0,8,7,1
ASUS,512,60,1.50 kg,42777,intel,i9,h,2,16,Windows 11,1,1,7,3,1
Lenovo,512,60,1.62 kg,24444,intel,i5,h,1,16,dos,8,1,5,3,2
HP,512,60,1.59 kg,27777,intel,i7,u,1,8,dos,5,1,6,7,2
ASUS,1,60,1.30 kg,8888,intel,celeron,h,1,4,Windows 11,1,1,3,3,1
Lenovo,512,60,1.63 kg,26666,intel,i7,u,2,8,Windows 11,8,1,6,7,1
Lenovo,512,60,1.63 kg,24999,intel,i7,u,2,8,Windows 11,8,1,6,7,1
Lenovo,512,60,1.66 kg,28999,intel,i7,g7,1,8,dos,8,1,6,2,2
HP,1,60,3.7104kg,89999,intel,i9,h,1,16,Windows 11,5,1,7,3,1
ASUS,1,60,0.98 kg,53999,snapdragon,snapdragon,p,1,16,Windows 11,1,2,12,6,1
ASUS,512,60,1.70 kg,23199,intel,i5,h,1,8,Windows 11,1,1,5,3,1
ASUS,512,60,1.70 kg,24199,intel,i5,h,1,16,Windows 11,1,1,5,3,1
Lenovo,256,60,1.54 kg,11199,intel,celeron,h,1,8,dos,8,1,3,3,2
Lenovo,512,60,1.82 kg,41999,intel,ultra 5,u,1,16,Windows 11,8,1,13,7,1
Lenovo,512,60,1.82 kg,44888,intel,ultra 7,u,1,16,Windows 11,8,1,14,7,1
ASUS,512,60,1.70 kg,30999,intel,i7,h,1,16,Windows 11,1,1,6,3,1
Dell,512,60,1.66 kg,18599,intel,i3,u,1,8,dos,4,1,4,7,2
ASUS,1,60,1.28 kg,58888,intel,ultra 7,u,1,16,Windows 11,1,1,14,7,1
Microsoft,1,60,895 g,154999,snapdragon,snapdragon,p,1,32,Windows 11,10,2,12,6,1
Dell,512,60,1.65 kg,15999,intel,i3,u,1,8,dos,4,1,4,7,2
Dell,512,60,1.65 kg,28999,intel,i7,u,1,16,dos,4,1,6,7,2
Lenovo,256,60,1.62 kg,15999,intel,i3,u,2,8,dos,8,1,4,7,2
Dell,512,60,1.73 kg,24999,intel,i7,g7,1,16,dos,4,1,6,2,2
HP,512,60,1.59 kg,24444,intel,i5,u,1,8,dos,5,1,5,7,2
MSI,512,60,1.7 kg,20999,intel,i5,u,1,8,dos,9,1,5,7,2
ASUS,512,60,1.70 kg,20949,intel,i5,u,1,8,dos,1,1,5,7,2
ASUS,512,60,1.50 kg,33999,amd,ryzen 7,u,1,8,Windows 11,1,0,10,7,1
ASUS,512,60,1.50 kg,28222,amd,ryzen 5,u,1,4,Windows 11,1,0,9,7,1
ASUS,512,60,1.70 kg,27999,intel,i7,u,1,16,dos,1,1,6,7,2
ASUS,256,60,1.63 kg,12999,intel,i3,u,1,4,Windows 11,1,1,4,7,1
ASUS,256,60,1.63 kg,12499,amd,ryzen 3,u,1,4,dos,1,0,8,7,2
HP,512,60,1.91 kg,33499,amd,ryzen 5,hs,1,8,Windows 11,5,0,9,4,1
HP,512,60,1.59 kg,24499,intel,i5,u,1,8,dos,5,1,5,7,2
Acer,512,60,1.79 kg,19499,intel,i5,u,1,8,dos,2,1,5,7,2
Acer,512,60,1.63 kg,14999,intel,i3,u,1,8,dos,2,1,4,7,2
Lenovo,256,60,1.63 kg,15899,intel,i3,u,1,8,dos,8,1,4,7,2
Lenovo,1,60,1.99 kg,51999,intel,ultra 7,u,1,16,Windows 11,8,1,14,7,1
HP,1,60,1.74 kg,15999,amd,ryzen 3,u,1,4,dos,5,0,8,7,2
Lenovo,512,60,1.62 kg,20999,amd,ryzen 7,u,1,8,Windows 11,8,0,10,7,1
Lenovo,512,60,1.85 kg,31999,intel,i7,u,1,16,dos,8,1,6,7,2
HP,512,60,1.59 kg,31999,intel,i7,u,1,8,dos,5,1,6,7,2
Acer,512,60,2.10 kg,28999,intel,i5,h,1,8,dos,2,1,5,3,2
Lenovo,512,60,1.62 kg,29888,intel,i7,h,2,16,Windows 11,8,1,6,3,1
Lenovo,512,60,1.62 kg,22444,intel,i5,h,2,8,Windows 11,8,1,5,3,1
MSI,512,60,1.4 kg,20749,intel,i5,u,1,8,dos,9,1,5,7,2
MSI,512,60,1.4 kg,26299,intel,i7,u,1,8,dos,9,1,6,7,2
Dell,1,60,1.5 kg,17499,intel,i5,g1,1,8,dos,4,1,5,0,2
Lenovo,512,60,1.85 kg,25999,intel,i5,u,1,16,dos,8,1,5,7,2
HP,512,60,1.59 kg,32499,intel,i7,u,1,8,dos,5,1,6,7,2
MSI,256,60,1.4 kg,15499,intel,i3,u,1,8,dos,9,1,4,7,2
ASUS,512,60,1.63 kg,17999,amd,ryzen 5,u,1,8,Windows 11,1,0,9,7,1
ASUS,512,60,1.70 kg,20999,intel,i5,u,1,8,Windows 11,1,1,5,7,1
ASUS,512,60,1.70 kg,22222,amd,ryzen 7,u,1,8,Windows 11,1,0,10,7,1
ASUS,512,60,1.70 kg,24888,intel,i7,u,1,8,Windows 11,1,1,6,7,1
ASUS,512,60,1.56 kg,48222,intel,i9,h,2,16,Windows 11,1,1,7,3,1
ASUS,1,60,1.20 kg,70999,intel,ultra 9,u,1,16,Windows 11,1,1,15,7,1
HP,256,60,1.59 kg,16499,intel,i3,u,1,4,dos,5,1,4,7,2
Dell,512,60,1.66 kg,32333,intel,i7,u,1,8,dos,4,1,6,7,2
Lenovo,512,60,1.55 kg,28888,intel,i5,u,1,8,Windows 11,8,1,5,7,1
Lenovo,512,60,2.1 kg,38999,intel,i7,u,1,8,Windows 11,8,1,6,7,1
Lenovo,512,60,2.04 kg,41999,intel,i5,u,1,8,Windows 11,8,1,5,7,1
Lenovo,256,60,1.5 kg,29499,intel,i5,g7,1,8,Windows 11,8,1,5,2,1
HP,512,60,1.79 kg,36999,intel,i5,u,1,8,Windows 11,5,1,5,7,1
Dell,512,60,1.66 kg,26666,intel,i7,u,1,8,dos,4,1,6,7,2
Lenovo,512,60,1.7 kg,15999,intel,i3,u,1,8,dos,8,1,4,7,2
HP,512,60,1.50 kg,21499,amd,ryzen 5,u,1,8,Windows 11,5,0,9,7,1
Lenovo,512,60,1.85 kg,18999,amd,ryzen 7,u,1,8,dos,8,0,10,7,2
Dell,512,60,1.66 kg,20899,intel,i5,u,1,8,dos,4,1,5,7,2
ASUS,512,60,1.50 kg,28900,amd,ryzen 5,u,2,8,Windows 11,1,0,9,7,1
ASUS,512,60,1.50 kg,39200,intel,i5,p,2,8,Windows 11,1,1,5,6,1
Lenovo,256,60,1.63 kg,15999,intel,i3,u,2,4,Windows 11,8,1,4,7,1
ASUS,512,60,1.70 kg,24300,intel,i5,h,2,8,Windows 11,1,1,5,3,1
MSI,512,60,1.7 kg,40749,intel,ultra 5,u,2,16,Windows 11,9,1,13,7,1
ASUS,2,60,1.65 kg,103777,intel,ultra 9,u,2,32,Windows 11,1,1,15,7,1
Lenovo,512,60,1.5 kg,36349,amd,ryzen 7,u,1,16,Windows 11,8,0,10,7,1
Lenovo,512,60,2.1 kg,42699,intel,i7,u,1,16,Windows 11,8,1,6,7,1
HP,512,60,1.76 kg,46949,intel,i7,u,1,16,Windows 11,5,1,6,7,1
Dell,256,60,1.65 kg,14999,intel,i3,u,1,8,Windows 11,4,1,4,7,1
Dell,512,60,1.65 kg,28499,intel,i7,u,1,8,dos,4,1,6,7,2
HP,1,60,1.74 kg,17999,intel,i5,g1,1,8,Windows 10,5,1,5,0,0
Dell,256,60,1.65 kg,20999,intel,i5,u,1,8,Windows 11,4,1,5,7,1
Acer,512,60,1.80 kg,27499,intel,i5,g7,1,8,dos,2,1,5,2,2
ASUS,512,60,1.00 kg,53499,intel,i7,u,2,16,Windows 11,1,1,6,7,1
Dell,256,60,1.69 kg,18149,intel,i3,g4,1,4,dos,4,1,4,1,2
Dell,512,60,1.66 kg,30999,intel,i7,u,1,16,dos,4,1,6,7,2
Lenovo,512,60,1.62 kg,29000,intel,i5,h,1,8,dos,8,1,5,3,2
Lenovo,1,60,1.85 kg,15000,intel,i3,u,1,4,dos,8,1,4,7,2
Lenovo,1,60,1.65 kg,25499,amd,ryzen 7,u,1,8,dos,8,0,10,7,2
Lenovo,512,60,1.62 kg,23799,intel,i5,h,1,8,Windows 11,8,1,5,3,1
Dell,512,60,1.65 kg,23499,intel,i5,g7,1,8,Windows 11,4,1,5,2,1
Lenovo,512,60,1.63 kg,22499,intel,i5,u,1,8,Windows 11,8,1,5,7,1
ASUS,1,60,1.40 kg,37499,intel,i7,g7,2,16,Windows 10,1,1,6,2,0
HP,512,60,1.36 kg,58750,intel,i7,u,1,16,Windows 11,5,1,6,7,1
HP,512,60,1.51 kg,36000,intel,i5,u,1,8,Windows 11,5,1,5,7,1
HP,512,60,1.51 kg,39499,intel,i5,u,1,8,Windows 11,5,1,5,7,1
ASUS,1,60,1.66 kg,41999,intel,i7,u,2,16,Windows 10,1,1,6,7,0
Dell,256,60,1.65 kg,28999,intel,i5,g7,1,8,Windows 11,4,1,5,2,1
HP,1,60,1.75 kg,33499,intel,i7,g7,1,16,Windows 11,5,1,6,2,1
Dell,512,60,1.66 kg,35299,intel,i7,u,1,8,dos,4,1,6,7,2
ASUS,512,60,1.70 kg,27999,intel,i7,h,2,8,Windows 11,1,1,6,3,1
HP,512,60,1.41 kg,22449,intel,i5,g7,1,8,Windows 11,5,1,5,2,1
HP,512,60,1.75 kg,25999,intel,i5,g7,1,8,dos,5,1,5,2,2
HP,256,60,1.74 kg,17500,intel,i5,g7,1,8,dos,5,1,5,2,2
ASUS,512,60,1.50 kg,42000,amd,ryzen 5,h,2,8,Windows 11,1,0,9,3,1
ASUS,1,60,1.40 kg,57000,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
ASUS,1,60,1.40 kg,42799,intel,i7,g7,2,16,Windows 11,1,1,6,2,1
ASUS,512,60,1.50 kg,34199,intel,i5,h,2,8,Windows 11,1,1,5,3,1
ASUS,512,60,1.50 kg,42999,intel,i7,h,2,8,Windows 11,1,1,6,3,1
ASUS,512,60,1.80 kg,33999,intel,i5,h,2,16,Windows 11,1,1,5,3,1
ASUS,1,60,1.65 kg,58149,intel,i7,g7,2,16,Windows 11,1,1,6,2,1
Lenovo,512,60,1.5 kg,26749,amd,ryzen 7,u,1,8,Windows 11,8,0,10,7,1
Lenovo,512,60,1.63 kg,24999,intel,i7,u,2,8,Windows 11,8,1,6,7,1
MSI,256,60,1.3 kg,19999,amd,ryzen 5,u,1,8,dos,9,0,9,7,2
Dell,256,60,1.83 kg,19499,intel,i5,g7,1,8,dos,4,1,5,2,2
ASUS,512,60,1.80 kg,23099,intel,i7,g7,2,8,Windows 11,1,1,6,2,1
ASUS,512,60,1.63 kg,37999,amd,ryzen 5,u,2,8,Windows 11,1,0,9,7,1
ASUS,256,60,1.70 kg,13999,intel,i3,u,2,4,Windows 11,1,1,4,7,1
ASUS,512,60,1.80 kg,18999,intel,i5,g7,2,8,Windows 11,1,1,5,2,1
ASUS,512,60,1.80 kg,39900,intel,i7,g7,2,8,Windows 11,1,1,6,2,1
ASUS,512,60,1.88 kg,22999,intel,i5,u,2,8,Windows 11,1,1,5,7,1
ASUS,512,60,1.88 kg,27820,intel,i5,h,2,8,Windows 11,1,1,5,3,1
ASUS,512,60,1.88 kg,29999,intel,i7,h,2,8,Windows 11,1,1,6,3,1
ASUS,256,60,1.80 kg,23000,intel,i3,g4,2,4,Windows 11,1,1,4,1,1
ASUS,512,60,1.88 kg,25999,intel,i7,u,2,8,Windows 11,1,1,6,7,1
HP,512,60,1.51 kg,30799,intel,i5,u,1,8,Windows 11,5,1,5,7,1
Lenovo,512,60,1.65 kg,21949,intel,i5,g7,1,8,dos,8,1,5,2,2
DELL,512,60,1.66 kg,24999,intel,i5,u,1,8,dos,3,1,5,7,2
Lenovo,1,60,1.7 kg,21199,amd,ryzen 5,u,1,8,dos,8,0,9,7,2
Dell,256,60,1.69 Kg,16999,intel,i5,g7,1,4,dos,4,1,5,2,2
MSI,256,60,1.3 kg,12499,intel,i3,u,1,4,dos,9,1,4,7,2
Acer,1,60,1.10 kg,16999,intel,i5,g7,1,8,dos,2,1,5,2,2
ASUS,512,60,1.40 kg,27849,intel,i7,g7,2,16,Windows 11,1,1,6,2,1
ASUS,1,60,1.14 kg,47150,intel,i7,g7,2,16,Windows 11,1,1,6,2,1
ASUS,512,60,1.14 kg,29000,intel,i5,g7,2,8,Windows 11,1,1,5,2,1
Microsoft,512,60,1.94 lb (879 g),104999,intel,i7,h,1,16,Windows 11,10,1,6,3,1
Huawei,512,60,1.38 kg,29600,intel,i5,g7,2,16,Windows 10,6,1,5,2,0
Dell,512,60,1.66 kg,34049,intel,i7,u,1,8,dos,4,1,6,7,2
ASUS,512,60,1.70 Kg,29999,intel,i7,u,2,8,Windows 11,1,1,6,7,1
ASUS,1,60,1.95 Kg,39999,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
ASUS,1,60,1.17 Kg,29999,intel,i7,g7,2,16,Windows 11,1,1,6,2,1
ASUS,512,60,1.39 Kg,42000,intel,i5,p,2,8,Windows 11,1,1,5,6,1
ASUS,1,60,1.39 Kg,47249,intel,i7,p,2,16,Windows 11,1,1,6,6,1
ASUS,1,60,1.40 Kg,53830,intel,i7,h,2,16,Windows 11,1,1,6,3,1
ASUS,512,60,1.70 kg,22049,intel,i5,u,2,8,Windows 11,1,1,5,7,1
Acer,1,60,1.7 Kg,23499,intel,i7,g7,2,4,dos,2,1,6,2,2
Acer,1,60,1.7 Kg,17199,intel,i5,g7,2,8,dos,2,1,5,2,2
Acer,512,60,1.76 Kg,19999,amd,ryzen 7,u,2,8,dos,2,0,10,7,2
Acer,512,60,1.76 Kg,17499,amd,ryzen 5,u,2,8,dos,2,0,9,7,2
Acer,1,60,1.9 Kg,20000,intel,i3,g1,2,4,dos,2,1,4,0,2
Acer,1,60,1.7 Kg,23499,intel,i5,g7,2,8,dos,2,1,5,2,2
ASUS,1,60,1.88 kg,29499,amd,ryzen 7,h,2,8,Windows 11,1,0,10,3,1
ASUS,256,60,1.70 kg,14699,intel,i3,u,2,4,Windows 11,1,1,4,7,1
ASUS,512,60,1.70 kg,21999,intel,i5,u,2,8,Windows 11,1,1,5,7,1
ASUS,512,60,1.70 kg,25699,intel,i7,h,1,8,Windows 11,1,1,6,3,1
ASUS,256,60,1.50 kg,20199,intel,i3,g4,2,4,Windows 11,1,1,4,1,1
ASUS,512,60,1.50 kg,24899,intel,i5,g7,2,8,Windows 11,1,1,5,2,1
ASUS,512,60,1.50 kg,29699,intel,i7,g7,2,8,Windows 11,1,1,6,2,1
HP,512,60,1.74 kg,17499,amd,ryzen 7,u,1,8,dos,5,0,10,7,2
Acer,1,60,1.7 Kg,22000,intel,i3,g4,2,4,dos,2,1,4,1,2
Acer,1,60,1.10 kg,29999,intel,i5,g7,2,8,dos,2,1,5,2,2
HP,512,60,1.69 kg,16199,amd,ryzen 3,u,1,8,dos,5,0,8,7,2
HP,256,60,1.75 kg,11777,intel,i3,g4,1,4,dos,5,1,4,1,2
Dell,256,60,1.69 Kg,19999,intel,i5,g7,1,4,dos,4,1,5,2,2
Dell,256,60,1.69 Kg,16666,intel,i5,g7,1,8,dos,4,1,5,2,2
MSI,512,60,1.3 kg,20250,intel,i5,g7,1,8,Windows 11,9,1,5,2,1
ASUS,512,60,1.8 Kg,19999,intel,i7,g7,1,8,Windows 11,1,1,6,2,1
Lenovo,1,60,1.65 Kg,20999,intel,i7,g7,1,4,dos,8,1,6,2,2
Infinix,512,60,1.24 kg,12500,intel,i7,g7,1,8,Windows 11,7,1,6,2,1
HP,512,60,1.69 kg,21499,amd,ryzen 7,u,1,8,Windows 11,5,0,10,7,1
HP,512,60,1.69 kg,14999,amd,ryzen 5,u,1,8,dos,5,0,9,7,2
Lenovo,1,60,1.6 Kg,6499,amd,amd 3020e,h,1,4,Windows 11,8,0,2,3,1
Microsoft,256,60,879 g,65599,intel,i5,u,1,8,Windows 11,10,1,5,7,1
ASUS,512,60,1.80 kg,16999,intel,i5,g7,2,8,Windows 11,1,1,5,2,1
Dell,512,60,1.70 kg,21499,amd,ryzen 7,u,1,8,dos,4,0,10,7,2
Lenovo,1,60,1.65 kg,19999,intel,i5,g7,1,8,dos,8,1,5,2,2
Lenovo,1,60,1.9 kg,46749,intel,i7,h,1,16,dos,8,1,6,3,2
Lenovo,512,60,1.38 kg,19999,amd,ryzen 7,u,1,8,Windows 11,8,0,10,7,1
Lenovo,512,60,1.65 kg,17999,amd,ryzen 5,u,1,8,Windows 11,8,0,9,7,1
Lenovo,512,60,1.65 kg,19349,amd,ryzen 5,u,1,8,dos,8,0,9,7,2
Lenovo,1,60,1.65 kg,14500,intel,i3,g4,1,4,Windows 11,8,1,4,1,1
Dell,1,60,1.70 kg,8999,amd,ryzen 3,u,1,4,dos,4,0,8,7,2
HP,512,60,1.69 kg,18400,intel,i5,u,1,8,dos,5,1,5,7,2
HP,512,60,1.75 kg,20400,intel,i5,g7,1,8,dos,5,1,5,2,2
HP,512,60,1.69 kg,15499,amd,ryzen 5,u,1,8,Windows 10,5,0,9,7,0
HP,512,60,1.69 kg,12499,intel,i3,u,1,4,dos,5,1,4,7,2
ASUS,256,60,1.60 kg,12000,intel,i3,g4,2,4,Windows 11,1,1,4,1,1
ASUS,512,60,1.40 kg,27930,intel,i7,g7,2,16,Windows 11,1,1,6,2,1
Huawei,512,60,1.56 kg,17499,intel,i5,g7,1,8,dos,6,1,5,2,2
Dell,512,60,1.24 kg,35599,intel,i7,h,1,16,Windows 11,4,1,6,3,1
Lenovo,1,60,1.85 kg,13499,amd,amd 3020e,h,1,4,dos,8,0,2,3,2
HP,1,60,2Kg,10999,intel,i3,g1,1,4,Windows 10,5,1,4,0,0
HP,256,60,1.75 kg,11999,intel,i3,g4,1,8,Windows 10,5,1,4,1,0
HP,512,60,1.82 kg,12199,intel,i5,g7,1,8,dos,5,1,5,2,2
dynabook,512,60,1.76 kg,23777,intel,i7,g7,1,8,dos,12,1,6,2,2
dynabook,256,60,1.76 kg,14999,intel,i5,g1,1,8,dos,12,1,5,0,2
HP,512,60,1.75 kg,21999,intel,i7,g7,1,8,dos,5,1,6,2,2
HP,1,60,1.78 kg,9999,amd,ryzen 3,u,1,4,dos,5,0,8,7,2
ASUS,256,60,1.30 kg,17499,amd,ryzen 5,u,1,8,Windows 11,1,0,9,7,1
Lenovo,1,60,1.65 kg,10300,intel,i3,g4,1,4,dos,8,1,4,1,2
Huawei,256,60,2.381 kg,18999,intel,i5,g7,1,8,Windows 11,6,1,5,2,1
Huawei,256,60,2.381 kg,13499,intel,i3,g4,1,8,Windows 11,6,1,4,1,1
Dell,512,60,1.632 kg,15549,intel,i5,h,1,8,dos,4,1,5,3,2
Microsoft,512,60,891 g,76999,intel,i7,g7,1,16,Windows 11,10,1,6,2,1
Microsoft,256,60,891 g,72999,intel,i7,g7,1,16,Windows 11,10,1,6,2,1
Lenovo,1,60,1.85 kg,7600,amd,amd 3020e,h,1,4,dos,8,0,2,3,2
Infinix,256,60,1.48 kg,8499,intel,i3,g1,1,8,Windows 10,7,1,4,0,0
HP,256,60,1.69 kg,11749,intel,i5,g7,1,8,Windows 10,5,1,5,2,0
HP,512,60,1.75 kg,20999,intel,i5,g7,1,8,dos,5,1,5,2,2
HP,512,60,1.75 kg,15499,intel,i5,g7,1,4,dos,5,1,5,2,2
ASUS,1,60,1.62 kg,39349,intel,i7,g7,2,16,Windows 10,1,1,6,2,0
ASUS,512,60,1.50 Kg,21999,amd,ryzen 5,u,2,8,Windows 10,1,0,9,7,0
ASUS,1,60,1.90 Kg,55000,amd,ryzen 7,u,2,16,Windows 10,1,0,10,7,0
Huawei,512,60,1.56 Kg,23149,intel,i7,g7,1,16,Windows 11,6,1,6,2,1
Lenovo,1,60,1.6 Kg,14499,intel,i3,u,1,4,dos,8,1,4,7,2
MSI,512,60,1.3 kg,23799,intel,i7,g7,1,8,Windows 11,9,1,6,2,1
MSI,512,60,1.3 kg,21000,amd,ryzen 7,u,1,8,Windows 11,9,0,10,7,1
Lenovo,1,60,2.2 kg,12099,intel,i5,g7,1,8,Windows 11,8,1,5,2,1
HP,256,60,1.56 kg,17499,intel,i3,g4,1,4,Windows 11,5,1,4,1,1
Dell,512,60,1.70 kg,12649,amd,ryzen 5,u,1,16,dos,4,0,9,7,2
Lenovo,1,60,1.65 kg,17999,intel,i5,g7,1,8,dos,8,1,5,2,2
HP,512,60,1.75 kg,20999,intel,i5,g7,1,8,Windows 10,5,1,5,2,0
HP,512,60,1.24 kg,17999,intel,i5,g7,1,8,Windows 10,5,1,5,2,0
HP,1,60,1.75 kg,17499,intel,i5,g7,1,8,Windows 10,5,1,5,2,0
HP,512,60,1.52 kg,20499,intel,i7,g7,1,8,dos,5,1,6,2,2
HP,256,60,1.32 kg,19999,intel,i5,g7,1,8,Windows 10,5,1,5,2,0
MSI,512,60,1.3 kg,17499,intel,i7,g7,1,8,Windows 10,9,1,6,2,0
Lenovo,512,60,1.9 kg,39499,intel,i7,g7,1,4,Windows 11,8,1,6,2,1
Dell,1,60,1.78 kg,18000,intel,i5,g7,1,8,dos,4,1,5,2,2
Dell,512,60,1.69 Kg,26499,intel,i7,g7,1,8,dos,4,1,6,2,2
Dell,1,60,1.69 Kg,27499,intel,i7,g7,1,16,dos,4,1,6,2,2
HP,512,60,1.61 Kg,31500,intel,i7,g7,1,16,Windows 11,5,1,6,2,1
Dell,512,60,1.632,18549,intel,i7,h,1,8,dos,4,1,6,3,2
Lenovo,1,60,1.38 kg,28000,intel,i5,g7,1,8,dos,8,1,5,2,2
Dell,1,60,1.69 kg,25000,intel,i5,g7,1,4,dos,4,1,5,2,2
HP,512,60,1.75 kg,25000,intel,i5,g7,1,16,dos,5,1,5,2,2
HP,256,60,1.75 kg,25000,intel,i5,g7,1,8,dos,5,1,5,2,2
HP,1,60,2 Kg,16000,intel,i3,g1,1,4,dos,5,1,4,0,2
Dell,512,60,1.98 KG,38000,intel,i7,g7,1,8,dos,4,1,6,2,2
HP,256,60,1.75 kg,38000,intel,i5,g7,1,4,dos,5,1,5,2,2
Dell,256,60,1.72 kg,38000,intel,i3,g4,1,8,Windows 10,4,1,4,1,0
Lenovo,1,60,1.7 kg,19000,intel,i3,u,1,4,dos,8,1,4,7,2
MSI,256,60,1.3 kg,19000,intel,i3,u,1,4,dos,9,1,4,7,2
Microsoft,1,60,895 g,135000,snapdragon,snapdragon,p,1,16,Windows 11,10,2,12,6,1
Lenovo,512,60,1.38 kg,35777,intel,ultra 5,u,1,16,dos,8,1,13,7,2
Lenovo,512,60,1.7 kg,19999,intel,i5,u,1,8,dos,8,1,5,7,2
Lenovo,512,60,1.43 kg,37999,intel,i7,u,1,8,dos,8,1,6,7,2
ASUS,512,60,1.69 kg,23999,intel,i7,u,1,8,dos,1,1,6,7,2
Dell,512,60,1.08 kg,57777,intel,ultra 7,u,3,16,dos,4,1,14,7,2
Dell,512,60,1.08 kg,56999,intel,ultra 7,u,3,8,dos,4,1,14,7,2
Dell,512,60,1.08 kg,57777,intel,ultra 7,u,3,16,dos,4,1,14,7,2
Dell,512,60,1.79 kg,43499,intel,i5,u,3,8,dos,4,1,5,7,2
Dell,512,60,1.79 kg,37999,intel,i5,u,3,8,dos,4,1,5,7,2
HP,512,60,1.74 kg,35999,intel,ultra 7,u,1,16,dos,5,1,14,7,2
HP,512,60,1.79 kg,28777,intel,i5,u,1,16,dos,5,1,5,7,2
HP,512,60,1.79 kg,28999,intel,i5,u,1,8,dos,5,1,5,7,2
Lenovo,512,60,1.34 kg,46999,intel,ultra 7,u,1,16,dos,8,1,14,7,2
HP,512,60,1.74 kg,44444,intel,ultra 7,u,1,8,dos,5,1,14,7,2
Lenovo,512,60,1.63 kg,46666,intel,ultra 7,u,1,16,dos,8,1,14,7,2
MSI,1,60,1.35 kg,94999,intel,ultra 9,u,2,32,Windows 11,9,1,15,7,1
Dell,512,60,1.79 kg,33333,intel,i5,u,1,8,dos,4,1,5,7,2
Lenovo,512,60,1.43 kg,37777,intel,i7,u,1,8,dos,8,1,6,7,2
HP,256,60,1.75 kg,24499,intel,i5,g7,1,4,dos,5,1,5,2,2
Lenovo,512,60,1.81 kg,47999,intel,ultra 7,u,1,16,dos,8,1,14,7,2
Lenovo,512,60,1.44 kg,45499,intel,ultra 7,u,1,16,dos,8,1,14,7,2
HP,512,60,1.79 kg,32999,intel,i5,u,1,8,Windows 11,5,1,5,7,1
HP,512,60,1.51 kg,42888,intel,i7,u,1,16,Windows 11,5,1,6,7,1
Lenovo,512,60,1.43 kg,37777,intel,i5,u,1,8,dos,8,1,5,7,2
HP,512,60,1.75 kg,39999,intel,i5,g7,1,8,dos,5,1,5,2,2
Lenovo,512,60,1.43 kg,39999,intel,i7,u,1,8,dos,8,1,6,7,2
Dell,512,60,1.81 kg,31999,intel,i5,u,1,8,dos,4,1,5,7,2
Dell,512,60,1.38 kg,43499,intel,ultra 5,u,3,8,dos,4,1,13,7,2
Dell,512,60,1.79 kg,37999,intel,i5,u,3,8,dos,4,1,5,7,2
Lenovo,512,60,1.81 kg,32999,intel,ultra 5,u,1,8,dos,8,1,13,7,2
Lenovo,512,60,1.44 kg,33999,intel,ultra 5,u,1,8,dos,8,1,13,7,2
HP,512,60,1.74 kg,30499,intel,ultra 5,u,1,8,dos,5,1,13,7,2
