Age,Gender,Family_Income,Study_Hours_per_Day,Attendance_Rate,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,CGPA,Semester,Department,Parental_Education,Dropout,Parental_Education_label,Department_label
23,0,31585.0,4.25,84.1,30.3,1,1,6.6,0.12,3,Arts,Bachelor,0,1,0
22,1,25000.0,2.11,71.5,39.2,0,1,5.0,1.76,4,Business,Bachelor,0,1,3
17,1,49300.0,4.26,76.4,42.2,1,1,7.6,2.77,4,Science,PhD,0,3,4
19,1,34723.0,1.69,85.0,22.3,1,0,4.3,2.96,1,Science,Bachelor,0,1,4
19,1,25000.0,4.35,75.7,42.0,1,0,6.0,3.83,2,Engineering,Master,0,2,1
22,1,78422.0,3.88,87.2,31.8,0,0,3.2,2.55,1,CS,PhD,0,3,2
17,1,25000.0,1.56,82.3,26.5,0,0,6.0,2.29,1,CS,High School,0,0,2
26,0,29794.5,4.279999999999999,89.5,52.9,1,1,5.5,1.68,3,CS,Master,0,2,2
22,1,41486.0,4.91,81.0,25.7,0,0,7.1,1.9,2,Science,High School,0,0,4
21,1,25000.0,3.42,85.9,16.7,1,0,7.1,2.01,4,Arts,Bachelor,0,1,0
23,0,29065.0,2.31,67.5,21.9,1,1,10.0,0.19,3,Science,Bachelor,1,1,4
26,1,25000.0,3.44,69.1,38.7,1,0,5.0,0.68,1,Arts,Bachelor,0,1,0
22,0,25000.0,1.05,75.6,18.2,0,0,3.9,2.43,3,CS,High School,0,0,2
23,1,25000.0,4.41,84.5,40.0,1,1,6.3,3.33,1,Arts,Bachelor,0,1,0
21,1,25000.0,4.98,75.8,19.8,1,1,3.9,1.11,1,CS,High School,1,0,2
20,1,43763.0,3.39,87.8,29.1,1,1,3.5,2.12,3,Science,High School,1,0,4
20,1,30960.0,3.66,85.1,56.5,0,0,5.0,3.5,4,Science,Master,0,2,4
19,0,31449.0,5.45,78.3,19.4,1,1,9.1,1.04,4,Engineering,High School,0,0,1
19,1,25000.0,6.0,83.8,5.8,1,0,6.7,1.74,4,Arts,High School,0,0,0
18,0,25000.0,4.95,78.4,46.4,1,1,6.2,2.02,1,Engineering,Bachelor,0,1,1
20,0,25000.0,2.68,84.5,13.2,0,1,2.5,0.66,2,Science,Bachelor,1,1,4
17,1,25000.0,5.61,77.9,20.3,1,1,4.4,1.85,4,Engineering,High School,0,0,1
21,1,25000.0,4.8,85.2,38.7,0,0,8.1,0.0,2,Business,Bachelor,1,1,3
20,1,31092.0,4.31,92.9,38.3,1,1,5.0,1.45,1,Business,Bachelor,0,1,3
21,0,25000.0,4.4,72.1,5.0,1,0,9.5,1.11,1,CS,High School,1,0,2
19,1,25000.0,5.39,76.4,25.9,1,1,6.3,1.66,1,Arts,Bachelor,0,1,0
27,1,45114.0,1.58,76.8,40.2,1,0,5.2,0.04,4,Business,High School,1,0,3
24,0,25000.0,3.8,84.5,54.3,0,0,4.9,3.83,1,CS,High School,0,0,2
18,1,25000.0,2.52,88.7,15.1,1,1,5.4,1.97,4,Engineering,Bachelor,0,1,1
21,1,41692.0,4.53,68.1,42.8,0,0,2.9,2.55,4,Engineering,High School,1,0,1
19,1,34874.0,2.94,80.5,22.1,0,0,7.3,3.22,3,Business,Bachelor,0,1,3
18,1,36214.0,8.01,82.2,42.5,0,0,6.3,2.84,1,Engineering,PhD,0,3,1
18,0,43282.0,4.98,89.1,17.5,1,0,5.0,2.11,4,Business,Bachelor,0,1,3
22,1,39104.0,2.49,74.8,27.2,0,0,5.3,0.0,4,Engineering,Bachelor,0,1,1
19,1,30250.0,5.25,87.8,34.6,1,0,7.0,2.38,4,Arts,High School,0,0,0
23,0,124850.0,3.47,84.3,41.5,0,1,9.2,1.78,3,Arts,Master,0,2,0
23,1,25000.0,4.12,96.2,36.8,1,1,8.3,2.97,3,Science,Bachelor,0,1,4
24,1,25000.0,3.82,99.6,24.8,1,1,5.8,4.0,4,Business,High School,0,0,3
19,0,53125.0,1.63,88.4,24.0,0,0,4.0,3.31,2,Science,Bachelor,0,1,4
22,0,32388.0,3.21,79.9,51.3,1,1,2.7,3.34,1,Business,Master,0,2,3
22,0,46852.0,2.53,85.9,33.3,1,1,5.7,1.75,1,CS,High School,1,0,2
20,1,32921.0,0.86,86.7,24.3,0,0,4.1,2.07,3,Engineering,Master,0,2,1
19,1,67808.0,3.31,86.2,36.5,1,1,5.8,0.44,2,Business,Bachelor,0,1,3
24,0,25000.0,3.66,85.4,37.5,0,1,6.0,3.01,3,Business,Bachelor,0,1,3
21,0,66535.0,2.09,86.3,13.8,0,0,6.8,1.7,4,CS,Master,0,2,2
22,0,60030.0,5.4,90.4,35.8,1,0,3.4,3.51,2,Science,Bachelor,0,1,4
19,1,25000.0,4.48,99.6,11.9,0,1,3.9,3.67,1,CS,High School,0,0,2
18,1,43408.0,4.13,67.5,22.3,0,1,4.9,2.25,4,Science,High School,1,0,4
19,1,28975.0,4.67,92.4,18.2,1,1,6.0,2.01,1,Arts,Bachelor,0,1,0
20,1,25000.0,4.71,83.1,28.4,1,0,5.9,2.63,2,Business,Bachelor,0,1,3
18,1,25000.0,4.35,75.7,24.8,1,0,10.0,2.42,3,Engineering,Bachelor,0,1,1
21,0,25000.0,6.01,71.2,27.6,1,1,1.4,2.78,4,Arts,Master,0,2,0
17,1,45473.0,1.28,84.4,7.3,1,0,7.5,0.52,4,Science,Master,0,2,4
18,1,48451.0,4.69,82.3,29.1,0,1,7.4,0.72,4,Arts,Bachelor,0,1,0
22,1,26202.0,3.51,73.4,16.8,1,1,3.9,1.03,4,Engineering,Bachelor,1,1,1
22,1,48542.0,5.82,81.8,57.4,0,1,4.6,2.72,4,CS,Bachelor,0,1,2
20,1,52426.0,4.48,90.3,25.2,1,1,8.7,0.0,2,CS,High School,1,0,2
18,1,32623.0,3.85,94.4,26.9,1,0,4.4,3.41,4,Science,Master,0,2,4
18,1,25000.0,5.87,83.0,38.3,1,0,4.4,3.2,1,CS,Bachelor,0,1,2
20,1,28160.0,3.88,68.0,45.9,1,0,5.5,0.52,2,Engineering,Master,1,2,1
22,1,39823.0,4.54,87.0,15.9,1,0,6.4,0.0,4,CS,Bachelor,1,1,2
23,0,44550.0,3.18,91.3,36.9,1,0,7.3,1.6,3,Business,Bachelor,1,1,3
19,0,49973.0,4.17,83.5,41.6,1,0,7.4,1.87,3,Engineering,High School,0,0,1
18,1,25000.0,6.68,84.8,32.2,1,0,6.9,3.62,4,Science,High School,0,0,4
21,0,31048.5,4.4,78.8,32.0,0,1,5.5,3.42,2,Science,Master,0,2,4
19,0,25000.0,4.55,80.7,23.9,1,0,5.4,2.43,2,Science,High School,0,0,4
19,0,46546.0,2.21,76.9,26.1,0,0,6.7,2.6,4,Engineering,High School,0,0,1
23,1,26176.0,7.07,73.7,28.7,1,0,6.7,1.85,2,Arts,High School,0,0,0
22,0,38503.0,2.41,72.4,24.9,0,0,4.2,1.22,3,Engineering,Bachelor,0,1,1
21,0,25000.0,4.09,75.1,40.7,1,1,3.7,2.78,4,CS,Master,0,2,2
18,0,68912.0,4.6,74.6,19.5,1,0,3.5,2.6,1,Arts,High School,0,0,0
21,1,25000.0,4.82,84.4,40.3,0,0,6.3,2.34,1,Engineering,Master,0,2,1
23,0,47322.0,3.08,85.6,45.9,1,0,7.3,1.88,4,CS,Bachelor,0,1,2
20,0,31913.0,4.87,78.6,34.4,0,1,5.8,2.59,2,Science,PhD,0,3,4
24,1,26538.0,2.4,75.3,8.5,1,0,3.6,1.59,4,CS,Bachelor,0,1,2
23,1,29718.0,3.87,99.2,37.3,1,1,5.5,3.24,4,Arts,Bachelor,0,1,0
24,0,25000.0,2.33,78.5,22.3,0,0,3.8,1.92,3,Business,Bachelor,0,1,3
21,1,64674.0,3.33,77.3,23.7,1,0,4.2,3.86,4,Science,High School,0,0,4
22,0,29958.0,4.74,69.4,34.3,1,0,4.8,3.26,3,Business,Bachelor,0,1,3
24,1,25000.0,3.78,86.1,43.3,1,0,4.1,3.39,2,Arts,High School,0,0,0
22,0,25000.0,5.97,96.6,10.1,0,0,3.5,4.0,3,Science,High School,0,0,4
19,0,32113.0,5.64,80.5,30.7,0,0,8.3,0.67,1,Engineering,Master,0,2,1
20,1,50954.0,4.64,79.2,53.9,1,0,2.1,3.96,2,Engineering,Master,0,2,1
21,1,25000.0,3.07,84.2,16.8,1,0,4.4,3.03,2,Engineering,Bachelor,0,1,1
18,0,25000.0,3.84,84.5,27.6,1,1,5.1,2.76,2,CS,High School,0,0,2
20,0,29803.0,3.86,62.0,22.6,0,0,5.5,0.41,2,Business,Master,1,2,3
23,1,50214.0,2.91,87.2,38.4,1,1,6.0,0.32,2,CS,High School,0,0,2
17,1,25000.0,3.68,97.0,15.0,1,0,5.0,4.0,1,Engineering,Bachelor,0,1,1
24,0,40264.0,5.14,82.4,11.2,0,0,4.2,1.43,4,Science,High School,1,0,4
23,1,25000.0,4.55,81.1,40.0,0,1,7.6,3.18,3,Business,Bachelor,0,1,3
20,0,25000.0,3.65,88.4,32.9,1,0,4.0,1.65,3,Arts,Bachelor,0,1,0
22,0,98809.0,3.01,87.4,15.8,0,1,5.9,1.87,2,Science,High School,0,0,4
21,0,26426.0,4.99,83.4,29.2,1,1,5.2,3.53,3,CS,Bachelor,0,1,2
23,0,46762.0,3.25,88.2,14.6,0,0,6.4,1.46,1,Arts,High School,1,0,0
23,0,45768.0,4.88,88.6,41.1,0,1,8.3,2.26,4,Arts,Bachelor,0,1,0
17,0,25000.0,4.67,72.6,33.3,1,1,6.8,1.74,1,Science,Bachelor,0,1,4
22,0,25000.0,5.39,72.8,21.4,0,0,5.3,2.38,4,Business,Bachelor,0,1,3
20,0,48659.0,2.89,71.7,23.0,1,1,8.5,0.69,2,Engineering,PhD,0,3,1
21,0,29219.0,3.73,69.9,24.5,1,0,5.5,0.0,2,CS,High School,1,0,2
19,0,25000.0,4.0,88.5,17.1,1,1,7.6,0.0,1,CS,Bachelor,1,1,2
24,1,55033.0,3.6,88.5,46.1,1,0,6.0,2.23,1,Engineering,Master,0,2,1
23,0,25000.0,3.12,85.6,44.0,0,0,4.1,2.22,3,CS,Bachelor,0,1,2
19,1,25000.0,3.11,95.3,25.2,1,0,1.2,3.7,3,Engineering,Master,0,2,1
18,0,29590.0,3.85,64.5,26.2,1,1,5.5,1.1,1,Arts,Bachelor,0,1,0
20,0,25000.0,3.0,76.5,16.5,0,1,6.9,1.18,4,Science,High School,1,0,4
22,1,29803.5,3.675,68.0,28.1,0,0,5.5,2.6,1,Engineering,High School,0,0,1
21,1,25000.0,5.16,91.1,35.9,0,0,6.2,2.16,1,CS,High School,0,0,2
23,0,25741.0,4.38,77.3,44.2,0,0,4.7,3.23,3,Arts,Master,0,2,0
22,0,25000.0,3.68,97.5,19.2,1,0,6.4,3.33,4,CS,High School,0,0,2
23,1,25000.0,3.86,81.4,9.8,1,1,4.4,3.49,1,CS,Master,0,2,2
21,1,73570.0,5.83,86.1,17.9,1,0,4.2,4.0,2,Engineering,High School,0,0,1
17,1,29590.0,4.17,83.3,36.7,1,1,5.5,2.96,4,Business,Bachelor,0,1,3
20,0,42239.0,0.6,78.8,29.5,1,0,3.4,1.88,1,Engineering,High School,0,0,1
23,0,27383.0,2.89,89.3,41.9,0,1,7.2,2.07,2,CS,Bachelor,0,1,2
20,1,35372.0,3.32,54.2,30.5,1,1,5.5,1.33,1,Business,Master,0,2,3
22,1,52039.0,5.99,79.3,49.4,0,0,3.4,2.62,4,Arts,Bachelor,1,1,0
20,1,25000.0,4.82,88.4,11.0,0,0,4.4,2.1,2,Engineering,Bachelor,0,1,1
18,1,34853.0,2.13,70.4,5.0,1,0,6.6,1.99,3,CS,Bachelor,0,1,2
20,1,45145.0,4.9,76.4,46.2,0,0,5.0,1.39,4,Engineering,High School,0,0,1
21,0,75123.0,7.73,78.1,20.5,0,0,6.8,3.12,2,Business,Master,0,2,3
19,0,95677.0,5.07,79.4,31.7,0,0,3.7,3.35,1,CS,Bachelor,0,1,2
20,1,31005.0,2.87,77.2,31.6,0,0,5.0,0.67,2,Arts,Bachelor,0,1,0
18,0,58876.0,5.95,73.9,33.9,1,0,5.4,3.4,3,Science,High School,0,0,4
23,0,25000.0,4.44,81.4,24.3,0,1,9.5,1.39,3,CS,High School,1,0,2
20,0,75461.0,3.12,88.4,18.6,0,0,4.2,1.03,3,Science,Bachelor,1,1,4
24,0,25000.0,4.06,85.1,17.6,0,0,6.6,2.71,1,Arts,High School,0,0,0
24,0,25728.0,3.69,90.2,37.2,0,0,6.3,0.66,4,CS,Bachelor,0,1,2
20,1,38741.0,3.09,80.4,39.3,1,0,8.6,1.5,2,Science,High School,1,0,4
18,0,27118.0,2.42,92.1,27.0,0,0,7.9,2.6,4,Science,High School,1,0,4
17,1,33452.0,3.22,71.8,22.8,0,0,4.7,3.04,2,Arts,Master,0,2,0
17,0,77081.0,3.93,92.5,36.8,1,0,3.6,2.88,2,Science,High School,0,0,4
18,0,25000.0,5.03,90.7,12.2,0,1,3.0,2.53,3,Science,High School,0,0,4
24,1,25000.0,2.34,69.4,53.4,1,0,5.9,2.48,2,Engineering,High School,0,0,1
21,1,88263.0,2.21,85.7,35.4,0,0,7.3,2.31,3,Business,Bachelor,1,1,3
21,0,40785.0,4.14,81.0,28.1,1,0,7.6,0.63,1,Science,Bachelor,1,1,4
17,1,94216.0,3.57,81.2,40.0,1,0,5.0,3.16,2,Engineering,High School,0,0,1
18,0,49920.0,3.49,82.5,37.6,1,0,5.6,3.55,4,Science,High School,0,0,4
23,1,25000.0,2.81,77.0,32.8,1,1,8.1,1.76,2,CS,Master,1,2,2
21,0,43793.0,2.87,89.5,7.3,1,1,4.1,1.94,3,Business,High School,1,0,3
20,0,29219.0,3.935,82.0,34.9,1,0,5.5,3.67,3,CS,High School,0,0,2
22,1,29865.0,1.67,73.0,47.5,1,0,7.6,1.0,1,Business,High School,1,0,3
24,1,28412.0,4.44,81.7,23.3,0,0,3.4,2.58,4,Arts,Master,0,2,0
20,0,25000.0,4.64,78.2,41.5,0,0,5.0,1.82,1,Business,Bachelor,0,1,3
21,1,25000.0,6.16,86.9,40.2,0,0,6.3,3.18,2,Engineering,Bachelor,0,1,1
21,0,111649.0,4.77,71.5,33.5,1,0,4.7,3.82,1,Science,Bachelor,0,1,4
26,1,34304.0,3.95,98.0,32.0,0,0,7.4,2.97,2,Arts,High School,0,0,0
17,0,26759.0,4.62,83.0,36.7,1,0,10.0,2.84,3,CS,Bachelor,0,1,2
22,1,88233.0,3.51,72.1,35.0,0,0,4.0,2.94,1,Science,High School,1,0,4
20,0,25000.0,2.89,80.4,52.7,1,0,5.7,3.52,2,Business,Bachelor,0,1,3
22,0,29684.0,4.09,63.1,41.6,1,0,5.5,1.85,3,Science,Bachelor,0,1,4
19,1,53878.0,4.41,75.6,38.5,1,0,6.1,2.86,3,Business,Bachelor,0,1,3
20,1,25000.0,2.34,85.4,42.7,1,0,4.4,1.63,3,Science,Bachelor,0,1,4
22,1,25000.0,3.95,99.8,38.5,1,1,4.3,4.0,1,Business,High School,0,0,3
27,0,25000.0,2.92,97.0,5.0,0,1,4.4,2.94,2,CS,Master,0,2,2
22,0,25000.0,5.2,83.6,28.6,0,1,4.7,3.98,1,Business,Bachelor,0,1,3
19,1,25000.0,3.44,75.8,22.6,1,0,4.7,2.8,2,Arts,High School,0,0,0
20,1,32700.0,6.22,84.2,33.9,1,0,1.0,3.73,1,Science,Master,0,2,4
20,1,25000.0,5.53,87.9,23.3,1,1,5.7,1.42,1,Science,Master,0,2,4
17,0,108533.0,2.58,83.6,37.1,0,1,5.0,1.37,3,Science,Master,1,2,4
20,1,25000.0,3.13,88.0,24.9,0,0,4.2,2.8,2,CS,Master,0,2,2
22,1,68898.0,4.87,85.6,50.4,0,1,5.7,2.58,2,Engineering,High School,0,0,1
18,0,33923.0,4.07,84.3,49.8,1,0,5.5,3.09,4,Science,Bachelor,0,1,4
23,1,48246.0,3.64,72.3,12.6,0,0,4.8,1.98,2,Business,High School,0,0,3
22,1,46519.0,4.07,81.0,33.9,1,0,5.5,3.24,4,Science,Master,0,2,4
19,1,25000.0,3.84,97.3,24.5,1,0,4.5,3.93,4,Business,High School,0,0,3
20,0,29527.0,5.31,85.9,33.0,0,1,3.4,3.1,2,CS,Bachelor,0,1,2
24,1,25404.0,3.63,91.3,37.0,0,0,9.0,1.79,1,CS,Master,1,2,2
22,0,25000.0,4.61,98.1,14.7,0,0,4.6,2.47,4,Science,Bachelor,0,1,4
21,0,39174.0,4.6,72.6,18.3,1,1,6.0,2.04,4,CS,Bachelor,0,1,2
20,1,83277.0,5.62,100.0,19.8,0,0,10.0,1.99,2,CS,High School,1,0,2
21,1,25000.0,3.91,89.8,23.4,0,0,4.8,3.06,3,CS,Bachelor,0,1,2
19,0,25000.0,4.2,91.3,23.7,0,0,6.3,1.82,1,Arts,Bachelor,0,1,0
17,1,25000.0,4.49,76.6,39.6,0,1,9.7,0.54,3,Engineering,High School,1,0,1
25,1,31041.0,3.16,87.8,32.7,0,0,2.5,2.94,4,Engineering,Bachelor,0,1,1
21,0,25000.0,3.79,75.6,19.5,0,1,7.9,1.25,1,Business,Bachelor,1,1,3
21,1,30604.5,4.17,68.2,26.2,0,0,5.5,1.68,1,Science,Bachelor,0,1,4
20,1,44968.0,4.89,84.7,5.0,1,0,4.6,3.08,2,Science,Bachelor,0,1,4
19,1,79357.0,6.04,80.1,54.2,0,1,5.6,4.0,1,Business,High School,0,0,3
20,0,146795.0,1.52,91.2,30.2,1,0,4.8,2.13,4,Science,High School,1,0,4
17,0,25000.0,5.3,77.8,41.9,1,0,8.3,0.75,2,Arts,Bachelor,1,1,0
26,1,25000.0,3.94,65.9,39.5,1,0,5.5,2.58,2,CS,Master,0,2,2
18,0,41586.0,5.64,80.0,29.6,0,0,6.8,3.12,4,Science,Bachelor,0,1,4
18,0,29803.0,4.12,92.0,5.0,0,0,5.5,4.0,3,Arts,Master,0,2,0
20,1,48446.0,5.26,100.0,23.3,1,1,6.0,1.39,4,Arts,PhD,0,3,0
23,0,77949.0,3.86,92.5,34.2,1,0,4.8,2.84,1,Engineering,High School,0,0,1
21,1,25970.0,4.06,90.5,30.7,0,1,2.9,2.73,3,Arts,Bachelor,0,1,0
18,1,25000.0,5.25,79.0,42.5,0,0,7.9,2.25,2,Business,PhD,0,3,3
23,1,31865.0,7.19,100.0,30.0,1,1,6.1,3.78,1,Engineering,Master,0,2,1
22,1,25000.0,3.31,87.5,52.1,0,0,6.9,1.81,4,Science,Bachelor,1,1,4
22,0,44261.0,4.15,87.8,17.3,1,0,4.2,2.6,3,Arts,Bachelor,0,1,0
22,0,53203.0,3.06,87.0,36.2,1,0,7.6,3.64,3,Arts,PhD,0,3,0
26,1,55762.0,3.69,72.7,17.7,0,1,6.3,3.21,2,Engineering,Bachelor,0,1,1
25,0,40391.0,3.33,85.1,41.0,1,1,5.8,3.13,3,Arts,Bachelor,0,1,0
19,1,34458.0,2.7,70.4,21.0,1,0,7.4,2.64,3,Science,High School,1,0,4
24,1,47890.0,4.66,88.6,8.9,1,1,4.9,2.6,4,CS,High School,0,0,2
21,0,25000.0,4.26,84.7,12.2,1,0,7.8,2.23,4,CS,Bachelor,0,1,2
22,1,33737.0,2.84,76.9,24.3,0,1,4.3,1.6,4,Engineering,Bachelor,0,1,1
17,0,30684.0,2.49,91.0,48.7,1,0,5.6,2.16,2,Business,High School,0,0,3
20,0,33788.0,5.13,79.1,38.9,0,0,3.8,2.86,3,Business,Bachelor,0,1,3
19,1,28210.0,3.36,79.3,35.4,1,1,3.4,1.82,2,Engineering,Bachelor,1,1,1
22,1,38527.0,6.92,86.3,29.2,1,0,4.7,2.65,2,CS,Bachelor,0,1,2
23,1,25000.0,3.89,81.9,16.5,0,0,5.2,2.2,2,CS,Bachelor,0,1,2
17,0,58555.0,4.06,83.9,18.8,0,0,6.5,2.93,4,Science,PhD,0,3,4
21,0,39505.0,3.71,90.3,23.4,1,0,4.3,2.37,3,Business,High School,0,0,3
23,0,32546.0,2.17,76.1,22.3,0,0,6.6,2.98,2,CS,Master,0,2,2
20,0,25000.0,2.16,75.4,22.1,1,0,4.9,0.8,4,Science,Bachelor,1,1,4
22,0,29718.0,3.79,80.1,18.6,0,1,5.5,2.43,4,Business,Bachelor,0,1,3
21,1,33658.0,5.74,81.5,30.1,1,0,6.6,2.26,2,Engineering,Master,0,2,1
21,1,25000.0,2.72,87.1,21.0,1,1,4.5,1.64,3,Science,High School,0,0,4
20,0,28739.0,4.65,97.5,43.6,0,1,8.8,3.39,1,CS,Bachelor,0,1,2
18,0,43367.0,5.73,81.7,43.5,0,0,6.3,2.47,1,Arts,Master,0,2,0
18,1,41396.0,2.28,82.3,37.2,1,0,3.0,3.03,3,Arts,Bachelor,0,1,0
22,1,39823.0,3.99,76.8,35.8,1,0,5.3,1.34,4,Engineering,High School,1,0,1
21,1,31430.0,3.32,75.8,11.4,1,0,4.3,2.62,3,Engineering,PhD,0,3,1
20,0,55022.0,4.21,87.4,57.5,1,1,2.5,2.8,3,Engineering,Bachelor,0,1,1
20,0,62485.0,5.6,82.3,26.6,1,0,7.4,3.86,2,CS,Master,0,2,2
20,1,46277.0,4.52,92.0,39.5,1,0,7.4,2.51,2,Arts,Master,0,2,0
23,1,25000.0,4.77,91.1,40.0,1,1,4.2,2.57,4,Business,High School,0,0,3
20,0,25000.0,1.12,89.0,17.5,1,0,6.8,1.75,2,Science,High School,0,0,4
18,1,25000.0,4.91,70.3,22.5,0,1,7.1,2.29,4,CS,Master,0,2,2
22,0,96009.0,3.95,87.5,34.8,1,0,5.5,2.49,4,Business,High School,0,0,3
20,0,35208.0,6.81,74.5,11.4,1,0,7.2,1.67,3,Engineering,Bachelor,0,1,1
21,1,106496.0,4.78,66.9,28.9,0,0,6.0,2.32,3,CS,High School,0,0,2
24,0,27664.0,3.58,83.8,5.0,1,1,7.6,1.24,1,CS,Bachelor,1,1,2
21,1,25456.0,6.45,92.9,30.1,0,1,3.4,3.28,1,Business,Master,0,2,3
21,0,28440.0,3.91,87.7,46.5,1,1,5.8,2.0,2,Arts,Bachelor,1,1,0
18,0,28133.0,4.36,74.9,30.0,1,0,5.9,2.28,3,Business,High School,0,0,3
20,0,25000.0,2.2,100.0,12.4,0,1,3.4,3.99,4,Arts,Bachelor,0,1,0
22,0,25000.0,3.18,88.5,23.4,1,1,3.6,3.8,1,Science,Master,0,2,4
17,0,40167.0,3.07,75.3,37.4,0,0,2.6,1.61,3,Science,High School,0,0,4
21,1,55991.0,3.76,65.6,32.0,1,1,5.6,3.16,4,Arts,Master,0,2,0
21,1,128925.0,2.42,80.4,35.4,1,0,4.7,2.32,3,Science,Master,0,2,4
21,0,25000.0,1.76,66.3,27.9,0,0,3.2,2.43,3,Arts,Bachelor,0,1,0
23,0,25000.0,4.14,73.8,20.8,1,1,7.7,1.79,2,Arts,Bachelor,0,1,0
21,1,25000.0,2.09,68.4,31.5,1,0,6.2,0.89,3,Business,High School,0,0,3
24,0,58421.0,4.95,76.0,30.8,0,1,4.2,2.78,4,Engineering,High School,0,0,1
18,0,48484.0,6.56,77.7,42.3,0,0,5.9,2.17,2,Science,High School,1,0,4
21,0,25000.0,4.3,75.0,24.4,1,1,5.1,3.26,3,Business,High School,0,0,3
21,1,25000.0,4.34,100.0,30.6,1,1,2.7,3.73,2,Business,High School,0,0,3
18,0,52655.0,1.11,80.5,28.3,1,0,6.0,0.67,4,CS,High School,1,0,2
23,1,37418.0,4.81,92.6,57.3,0,1,8.5,1.21,3,Science,Master,1,2,4
26,0,46865.0,3.9,86.6,21.0,1,0,8.0,3.4,3,Science,Bachelor,0,1,4
21,0,25000.0,4.62,80.3,25.4,1,0,5.7,3.54,1,Engineering,Bachelor,0,1,1
22,0,25000.0,2.48,78.2,18.5,0,1,4.7,3.13,3,Science,Bachelor,0,1,4
21,1,25000.0,3.65,92.8,45.6,1,0,6.5,2.2,2,Business,High School,0,0,3
19,1,44921.0,5.6,73.7,46.5,0,1,6.0,2.87,3,Business,PhD,0,3,3
17,0,105518.0,3.01,77.0,27.4,1,1,5.3,1.67,2,CS,Bachelor,0,1,2
19,0,25000.0,3.58,76.9,44.2,1,0,8.8,3.42,4,Arts,Bachelor,1,1,0
17,1,116485.0,5.17,82.6,33.9,1,0,4.8,2.59,3,Engineering,Bachelor,0,1,1
24,1,48918.0,4.91,74.7,38.4,1,0,7.2,2.2,1,Engineering,High School,1,0,1
20,0,25000.0,5.37,89.5,18.1,1,1,5.8,2.27,3,Arts,Master,0,2,0
20,1,33807.0,3.07,90.6,31.9,0,0,5.8,1.78,3,Business,PhD,0,3,3
23,0,49930.0,3.8,76.3,52.5,1,1,2.5,1.02,2,Engineering,Master,1,2,1
18,0,25000.0,2.83,86.2,47.7,1,1,7.5,1.03,3,Science,Master,0,2,4
19,0,43769.0,2.75,75.3,39.7,1,0,7.0,0.38,1,Science,Master,0,2,4
21,1,60092.0,2.76,83.4,41.4,1,0,5.8,0.67,1,CS,Bachelor,1,1,2
23,0,31202.0,3.98,91.4,59.2,1,1,5.5,1.43,1,CS,High School,1,0,2
22,1,28652.0,6.06,82.8,39.4,1,0,6.2,4.0,4,Engineering,High School,0,0,1
21,1,26802.0,5.65,81.2,22.1,1,0,3.2,3.88,2,Arts,Master,0,2,0
21,1,25880.0,4.7,100.0,44.6,0,0,3.8,3.97,3,Business,Master,0,2,3
21,0,25000.0,2.81,84.9,29.1,1,0,5.4,3.05,2,Arts,High School,0,0,0
21,0,25000.0,2.67,75.3,35.9,1,0,2.5,3.15,1,Business,Bachelor,0,1,3
18,1,25000.0,3.62,74.6,31.4,1,0,7.5,3.07,2,Arts,Bachelor,1,1,0
21,1,31828.0,4.53,100.0,21.5,1,1,5.1,3.51,1,Arts,High School,0,0,0
18,1,25000.0,4.73,76.1,33.7,1,1,5.7,4.0,3,Business,Bachelor,0,1,3
21,0,25000.0,4.31,76.4,41.6,1,0,3.7,3.26,2,Arts,High School,0,0,0
19,0,46904.0,3.88,82.2,38.9,1,0,6.7,1.65,3,CS,High School,0,0,2
26,1,37137.0,4.28,87.9,35.8,1,0,5.2,2.75,3,CS,Bachelor,0,1,2
20,0,25000.0,3.28,72.1,27.6,1,0,4.9,1.45,3,Science,Master,1,2,4
17,1,40286.0,2.13,79.8,10.1,1,0,8.0,1.4,3,CS,Bachelor,1,1,2
20,0,25000.0,3.62,71.3,29.4,0,0,7.9,0.61,3,Engineering,High School,1,0,1
22,0,30879.0,4.24,80.8,36.7,1,0,6.8,1.42,4,Business,Bachelor,0,1,3
24,0,53371.0,3.83,88.6,5.0,0,1,5.9,2.63,2,Business,High School,0,0,3
19,0,25000.0,2.02,80.0,29.2,0,0,4.6,3.36,1,Engineering,High School,0,0,1
17,0,25000.0,3.72,97.8,28.9,0,0,5.0,2.39,4,Business,Bachelor,0,1,3
22,1,27253.0,3.2,75.2,19.0,1,1,4.9,3.1,1,Arts,Bachelor,0,1,0
18,0,25000.0,5.74,83.7,39.1,0,1,6.2,2.09,4,CS,Bachelor,0,1,2
20,0,25173.0,4.73,92.5,41.3,1,0,5.4,2.99,4,CS,Bachelor,0,1,2
20,1,25125.0,0.5,90.1,51.8,0,1,5.5,1.5,1,Business,Bachelor,0,1,3
20,0,25000.0,4.07,100.0,29.7,1,1,8.3,2.88,1,Business,Bachelor,1,1,3
22,0,40879.0,2.52,84.6,45.5,0,0,7.6,1.45,2,CS,High School,1,0,2
19,1,26646.0,2.11,74.8,20.2,0,0,4.1,2.66,3,CS,High School,0,0,2
20,1,60424.0,1.02,82.7,25.5,1,0,6.0,3.27,4,Science,Bachelor,0,1,4
21,0,33837.0,5.14,75.3,38.2,0,0,4.1,3.25,4,Arts,Master,0,2,0
